City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
32,Cap Malheureux,MU,-19.9842,57.6142,75.99,87,24,1.99
33,Port Alfred,ZA,-33.5906,26.891,66.0,96,97,3.0
34,Albany,US,42.6001,-73.9662,28.0,62,99,3.0
35,Chuy,UY,-33.6971,-53.4616,65.55,82,58,8.25
36,Tsurib,RU,42.2368,46.8307,34.72,81,13,10.09
37,Codrington,AU,-38.2667,141.9667,59.81,65,100,13.67
38,Brae,GB,60.3964,-1.353,31.68,89,94,3.0
39,General Roca,AR,-39.0333,-67.5833,69.8,46,75,6.91
40,Marquette,US,46.5333,-87.6335,1.0,53,83,5.01
41,Jamestown,US,42.097,-79.2353,12.99,79,90,12.66
42,Mar Del Plata,AR,-38.0023,-57.5575,62.01,94,90,14.97
43,Khatanga,RU,71.9667,102.5,-28.75,79,0,11.07
44,Georgetown,MY,5.4112,100.3354,80.01,83,20,2.3
45,Oxapampa,PE,-10.5775,-75.4017,62.17,90,97,1.5
46,Punta Arenas,CL,-53.15,-70.9167,69.8,28,0,6.91
47,Poitiers,FR,46.5833,0.3333,37.4,81,90,8.05
48,Banda Aceh,ID,5.5577,95.3222,77.94,81,32,8.28
49,Port Elizabeth,ZA,-33.918,25.5701,64.99,90,72,1.01
50,Senno,RU,59.5336,33.9167,8.01,85,100,2.64
51,Saint-Philippe,RE,-21.3585,55.7679,80.6,61,90,8.05
52,Laguna,US,38.421,-121.4238,64.99,42,1,2.95
53,Tasiilaq,GL,65.6145,-37.6368,26.6,46,0,9.22
54,Yar-Sale,RU,66.8333,70.8333,-10.46,90,100,22.57
55,Longyearbyen,SJ,78.2186,15.6401,14.0,44,20,23.02
56,Saint George,US,37.1041,-113.5841,62.6,16,1,3.44
57,Necochea,AR,-38.5473,-58.7368,59.0,73,96,5.01
58,Victoria,HK,22.2855,114.1577,66.0,83,0,1.01
59,Bayan,CN,46.0833,127.4,-16.08,88,15,4.81
60,Jibuti,DJ,11.5,42.5,77.0,73,90,8.3
61,Bindura,ZW,-17.3019,31.3306,66.0,85,95,1.99
62,Dikson,RU,73.5069,80.5464,-32.49,85,90,14.97
63,Upernavik,GL,72.7868,-56.1549,18.28,79,12,4.36
64,Rocha,UY,-34.4833,-54.3333,62.17,93,53,5.06
65,Boguchany,RU,58.3814,97.4531,29.44,95,74,9.51
66,Halvad,IN,23.0167,71.1833,59.67,44,0,7.18
67,Namibe,AO,-15.1961,12.1522,72.32,78,85,5.1
68,Norrtalje,SE,59.758,18.705,15.01,92,0,4.61
69,Sechura,PE,-5.5569,-80.8222,80.2,59,36,15.75
70,Kavaratti,IN,10.5669,72.642,80.82,69,40,9.17
71,Westport,US,41.1415,-73.3579,32.0,86,75,8.05
72,Villarrica,PY,-25.75,-56.4333,68.83,75,0,1.99
73,Natal,BR,-5.795,-35.2094,82.4,78,40,12.66
74,Maceio,BR,-9.6658,-35.7353,77.0,88,0,8.05
75,Boleslawiec,PL,51.2642,15.5697,18.0,81,100,15.01
76,Ribeira Grande,PT,38.5167,-28.7,59.04,77,66,13.87
77,Kansanshi,ZM,-12.0951,26.4273,63.5,96,100,6.15
78,Lebu,CL,-37.6167,-73.65,59.25,92,35,1.3
79,Hamilton,US,39.1834,-84.5333,19.99,49,57,1.01
80,Lubao,PH,14.9167,120.55,78.8,78,75,2.3
81,Luanda,AO,-8.8368,13.2343,78.8,83,75,5.75
82,Hami,CN,42.8,93.45,28.51,80,81,1.34
83,Hithadhoo,MV,-0.6,73.0833,81.61,71,37,6.67
84,Atar,MR,20.5169,-13.0499,58.53,37,0,8.99
85,Abay,KZ,49.6311,72.8539,32.0,93,75,31.32
86,Muros,ES,42.7762,-9.0603,54.0,86,86,3.0
87,Cajamarca,PE,-7.1638,-78.5003,57.2,83,100,4.36
88,Kibre Mengist,ET,5.8833,38.9833,60.49,60,90,2.28
89,Hit,IQ,33.6416,42.8251,56.82,64,0,7.74
90,Vilhena,BR,-12.7406,-60.1458,75.2,88,20,6.91
91,Taoudenni,ML,22.6783,-3.9836,59.97,32,0,8.14
92,Lugovoy,KZ,42.9472,72.7644,40.08,70,100,3.02
93,Oistins,BB,13.0667,-59.5333,78.8,65,40,17.27
94,Ilulissat,GL,69.2167,-51.1,19.4,49,0,24.16
95,Owando,CG,-0.4819,15.8999,75.16,79,85,4.94
96,Alberton,CA,46.8168,-64.0654,26.6,54,100,8.05
97,Castro,BR,-24.7911,-50.0119,60.62,67,1,6.93
98,Itaberaba,BR,-12.5275,-40.3069,78.96,68,95,8.37
99,Chapleau,CA,47.8405,-83.4034,1.4,71,20,4.61
100,Bambous Virieux,MU,-20.3428,57.7575,78.8,83,40,5.75
101,Comodoro Rivadavia,AR,-45.8667,-67.5,62.6,59,0,19.57
102,Mehamn,NO,71.0357,27.8492,23.23,92,100,20.89
103,Coquimbo,CL,-29.9533,-71.3436,64.4,68,0,11.5
104,Quelimane,MZ,-17.8786,36.8883,75.65,90,56,1.88
105,Dingle,PH,10.9995,122.6711,76.89,90,100,11.21
106,Tsabong,BW,-26.0217,22.401,74.86,66,0,14.12
107,Bubaque,GW,11.2833,-15.8333,78.26,69,19,7.14
108,Saldanha,ZA,-33.0117,17.9442,62.6,72,0,13.8
109,Veraval,IN,20.9,70.3667,68.41,31,0,11.61
110,Taltal,CL,-25.4,-70.4833,65.25,74,24,4.43
111,Soyo,AO,-6.1349,12.3689,80.26,85,100,8.32
112,Tessalit,ML,20.1986,1.0114,60.75,30,100,10.42
113,Bodrum,TR,37.0383,27.4292,60.8,67,75,12.66
114,Dale,US,38.1689,-86.99,21.99,58,20,4.61
115,Sibolga,ID,1.7427,98.7792,76.01,77,100,3.71
116,Morros,BR,-9.4467,-46.3003,70.54,88,99,3.44
117,Kruisfontein,ZA,-34.0033,24.7314,64.99,90,90,1.99
118,Najran,SA,17.4924,44.1277,60.8,48,20,3.24
119,Bilma,NE,18.6853,12.9164,62.31,26,96,5.39
120,Tefe,BR,-3.3542,-64.7114,80.6,89,20,4.61
121,Buraydah,SA,26.326,43.975,51.8,100,40,3.44
122,Tabuk,PH,17.4189,121.4443,73.42,85,46,0.69
123,Watsa,CD,3.0372,29.5355,62.94,38,97,2.15
124,Griffin,US,33.2468,-84.2641,46.99,65,1,3.78
125,Los Llanos De Aridane,ES,28.6585,-17.9182,60.8,77,20,4.61
126,Hambantota,LK,6.1241,81.1185,76.17,81,3,13.82
127,Manjakandriana,MG,-18.9167,47.8,66.2,94,75,2.3
128,Clyde River,CA,70.4692,-68.5914,-2.2,84,75,9.22
129,Mehran,IR,33.1222,46.1646,37.4,93,0,4.61
130,Dutlwe,BW,-23.9833,23.9,64.45,94,80,9.24
131,Trairi,BR,-3.2778,-39.2689,80.08,81,0,8.88
132,Daoukro,CI,7.0591,-3.9631,77.38,83,61,4.81
133,Bardsir,IR,29.9227,56.5743,44.6,39,20,6.91
134,Leshukonskoye,RU,64.8989,45.7622,-22.31,86,100,7.99
135,Salalah,OM,17.0151,54.0924,71.6,68,75,5.75
136,Cayenne,GF,4.9333,-52.3333,80.6,83,75,11.5
137,Rio Pardo,BR,-29.9897,-52.3781,69.94,75,2,8.16
138,San Cristobal,VE,7.7669,-72.225,84.2,51,40,13.8
139,Camacha,PT,33.0833,-16.3333,60.8,88,75,17.27
140,Safaga,EG,26.7292,33.9365,57.2,72,0,7.27
141,Thompson,CA,55.7435,-97.8558,-25.6,68,40,17.27
142,Margate,GB,51.3813,1.3862,30.99,77,100,8.99
143,Zarnovica,SK,48.4812,18.7157,39.99,93,90,8.05
144,Abu Dhabi,AE,24.4667,54.3667,68.0,88,0,6.91
145,Road Town,VG,18.4167,-64.6167,78.8,69,20,6.91
146,Hualmay,PE,-11.0964,-77.6139,72.32,75,99,11.3
147,Itarema,BR,-2.9248,-39.9167,80.55,78,2,14.12
148,Dali,CN,25.7,100.1833,39.65,84,20,3.87
149,Ancud,CL,-41.8697,-73.8203,63.55,73,0,1.43
150,Kabare,CD,-2.4683,28.8242,60.91,82,91,2.33
151,Narsaq,GL,60.9167,-46.05,37.4,30,20,40.29
152,Cartagena,CO,10.3997,-75.5144,84.2,74,20,9.22
153,Moen,NO,69.1304,18.6123,19.4,93,90,1.14
154,Kasane,BW,-17.8167,25.15,67.17,97,100,4.83
155,La Palma,US,33.8464,-118.0467,69.01,55,1,8.05
156,Jabinyanah,TN,35.035,10.9081,57.2,77,40,14.65
157,Chapais,CA,49.7834,-74.8492,12.2,85,90,6.91
158,Kalevala,RU,65.2,31.1667,5.79,94,38,6.22
159,Qaqortoq,GL,60.7167,-46.0333,37.4,30,20,40.29
160,Bella Vista,US,36.4295,-94.2316,33.01,100,90,9.22
161,Sarmanovo,RU,55.2553,52.5891,-4.0,71,100,11.18
162,Coihaique,CL,-45.5752,-72.0662,77.0,29,0,9.22
163,Deep River,CA,46.1001,-77.4995,15.8,62,40,4.61
164,Bainbridge,US,47.6262,-122.5212,48.0,66,90,9.22
165,Port-Gentil,GA,-0.7193,8.7815,77.0,94,20,3.44
166,Nivala,FI,63.9167,24.9667,7.72,96,64,4.25
167,Moffat,GB,55.3323,-3.4454,33.01,72,77,8.01
168,Hobyo,SO,5.3505,48.5268,77.07,82,1,16.6
169,Tsarychanka,UA,48.937,34.4786,16.79,80,99,6.58
170,Pangnirtung,CA,66.1451,-65.7125,26.98,77,0,11.52
171,Astana,KZ,51.1801,71.446,19.4,93,90,8.95
172,Mashhad,IR,36.297,59.6062,42.8,70,20,4.61
173,Susangerd,IR,31.5608,48.1831,53.6,100,90,2.3
174,Marawi,PH,7.9986,124.2928,75.0,95,100,3.0
175,Goundam,ML,16.4145,-3.6708,70.0,21,100,10.87
176,Caravelas,BR,-17.7125,-39.2481,75.99,91,100,6.29
177,Chadiza,ZM,-14.0678,32.4392,66.24,96,100,2.3
178,Blagoyevo,RU,63.3667,47.9167,-21.82,84,100,9.42
179,Bafq,IR,31.6128,55.4107,54.23,57,72,6.6
180,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,69.13,97,99,5.55
181,Dwarka,IN,22.2394,68.9678,67.66,46,0,11.12
182,Pompeu,BR,-19.2244,-44.9353,66.94,97,100,6.11
183,Iracoubo,GF,5.4802,-53.2011,78.3,81,100,14.18
184,Nioro,GM,13.35,-15.75,76.1,17,97,9.42
185,Marrakesh,MA,31.6315,-8.0083,48.2,87,63,4.61
186,Miedzyrzec Podlaski,PL,51.9864,22.7825,13.39,94,100,20.36
187,Iquitos,PE,-3.7481,-73.2472,78.8,83,75,4.61
188,Mumford,GH,5.2618,-0.759,80.65,86,78,11.32
189,Zheleznodorozhnyy,RU,55.7503,38.0042,6.8,72,20,8.95
190,Omboue,GA,-1.5746,9.2618,78.55,86,100,3.76
191,Massakory,TD,12.996,15.7293,66.74,22,1,10.56
192,Boa Vista,BR,2.8197,-60.6733,82.4,69,40,5.75
193,Havoysund,NO,70.9963,24.6622,24.8,80,90,17.27
194,Samagaltay,RU,50.6022,95.0047,2.26,87,77,2.53
195,Sao Filipe,CV,14.8961,-24.4956,68.88,75,100,14.07
196,Aginskoye,RU,51.1,114.53,-6.56,90,73,2.19
197,Nizhnedevitsk,RU,51.5419,38.3657,6.8,72,75,8.95
198,Nsanje,MW,-16.92,35.262,75.4,93,96,2.08
199,Talnakh,RU,69.4865,88.3972,-18.44,75,17,2.37
200,Torbay,CA,47.6666,-52.7314,30.0,69,20,33.38
201,Saint Anthony,US,45.0205,-93.218,-2.2,45,90,3.44
202,Helsinki,FI,60.1695,24.9355,21.2,93,75,4.61
203,Bahia De Caraquez,EC,-0.6,-80.4167,82.4,69,75,10.36
204,Eirunepe,BR,-6.6603,-69.8736,76.75,94,71,2.84
205,Vittoria,IT,36.9537,14.5332,53.6,82,90,8.05
206,Balkanabat,TM,39.5108,54.3671,46.33,71,53,9.26
207,Owosso,US,42.9978,-84.1766,7.0,72,1,4.61
208,Yermekeyevo,RU,54.0761,53.6712,-8.21,88,100,14.18
209,Klaksvik,FO,62.2266,-6.589,35.6,60,75,18.41
210,Paraguacu,BR,-21.5472,-45.7375,64.54,92,48,5.41
211,Kita,ML,13.0349,-9.4895,72.27,21,62,4.5
212,Valdivia,CL,-39.8142,-73.2459,68.0,68,0,8.05
213,Svetlogorsk,BY,52.6333,29.7333,4.37,93,89,5.53
214,Ayagoz,KZ,47.9714,80.4392,23.29,95,88,3.42
215,Aksarka,RU,66.5606,67.7975,-15.97,88,100,29.08
216,Farim,GW,12.4839,-15.2217,73.4,49,80,6.44
217,Luena,AO,-11.7833,19.9167,64.13,94,100,7.94
218,Moose Factory,CA,51.2585,-80.6094,-11.2,77,75,4.61
219,Korla,CN,41.7597,86.1469,31.19,78,71,3.56
220,Store Heddinge,DK,55.3097,12.3889,27.0,86,75,12.66
221,Tukrah,LY,32.5341,20.5791,68.47,33,100,33.49
222,Jardim,BR,-21.4803,-56.1381,70.59,69,0,4.63
223,Mantua,IT,45.1667,10.7833,48.99,96,75,1.99
224,Mandsaur,IN,24.0667,75.0667,54.9,40,0,3.0
225,Danielskuil,ZA,-28.1887,23.5395,69.48,71,39,12.17
226,Rio Gallegos,AR,-51.6226,-69.2181,64.4,45,0,19.57
227,Opuwo,NA,-18.0607,13.84,69.1,31,79,6.62
228,Sur,OM,22.5667,59.5289,63.36,72,0,3.96
229,Sept-Iles,CA,50.2001,-66.3821,17.6,73,49,2.3
230,Cockburn Town,TC,21.4612,-71.1419,77.0,83,20,6.91
231,Yining,CN,29.0361,114.5636,50.68,87,100,5.23
232,Muisne,EC,0.6,-80.0333,77.38,91,62,6.89
233,Shakhtinsk,KZ,49.71,72.5872,32.0,93,75,31.32
234,Lagoa,PT,39.05,-27.9833,57.81,77,80,17.29
235,Carutapera,BR,-1.195,-46.02,77.14,91,5,7.14
236,Gazojak,TM,41.1875,61.4036,46.85,76,100,8.14
237,Fez,MA,34.0372,-4.9998,48.2,93,40,4.61
238,Matara,LK,5.9485,80.5353,74.16,90,23,4.63
239,Vila Velha,BR,-20.3297,-40.2925,70.0,94,90,7.99
240,Iqaluit,CA,63.7506,-68.5145,30.2,74,90,18.41
241,Schluchtern,DE,50.3489,9.5253,19.99,80,100,11.01
242,Viransehir,TR,37.2353,39.7631,48.34,60,84,4.83
243,Novo Aripuana,BR,-5.1206,-60.3797,76.41,94,99,1.74
244,Fria,GN,10.4167,-13.5833,68.5,94,13,1.54
245,Puerto Leguizamo,CO,-0.1934,-74.7819,79.92,73,15,2.71
246,Camara De Lobos,PT,32.6333,-16.9667,59.0,77,20,4.61
247,Bahir Dar,ET,11.5936,37.3908,57.87,37,0,2.91
248,Dom Pedro,BR,-4.4833,-44.45,75.51,93,87,1.54
249,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,74.61,93,88,3.29
250,Isiro,CD,2.7739,27.616,63.55,39,100,1.25
251,Krasnoselkup,RU,65.7,82.4667,19.31,97,99,9.66
252,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.42,95,100,7.38
253,Monrovia,LR,6.3005,-10.7969,75.2,100,20,6.85
254,Sao Francisco,BR,-15.9486,-44.8644,69.12,95,100,4.83
255,Pirot,RS,43.1531,22.5861,46.99,87,29,6.69
256,Cidreira,BR,-30.1811,-50.2056,70.65,71,0,8.25
257,Kirya,TZ,-3.9167,37.4833,75.79,71,100,1.52
258,Conceicao Da Barra,BR,-18.5933,-39.7322,74.82,92,100,5.75
259,Touros,BR,-5.1989,-35.4608,80.6,83,20,12.66
260,Kulhudhuffushi,MV,6.6221,73.07,81.05,74,56,9.4
261,Zemio,CF,5.0314,25.1361,61.95,30,64,4.36
262,Mamallapuram,IN,12.6264,80.1722,69.8,88,100,2.3
263,Monte Alegre,BR,-2.0078,-54.0692,81.12,71,33,3.42
264,Raga,SS,8.4596,25.678,57.52,35,94,2.59
265,Saint-Georges,GD,12.0564,-61.7485,78.8,78,40,17.27
266,Henties Bay,NA,-22.116,14.2845,64.99,88,97,7.0
267,Barpali,IN,21.2,83.5833,53.98,44,22,5.19
268,Kilindoni,TZ,-7.9139,39.6668,82.04,80,100,13.85
269,Labuhan,ID,-6.8844,112.2051,77.65,87,100,8.86
270,Hamina,FI,60.5697,27.1979,15.8,86,90,6.91
271,Wiarton,CA,44.7407,-81.1332,14.0,73,90,9.22
272,Marystown,CA,47.1666,-55.1483,30.56,90,59,24.05
273,Amalapuram,IN,16.5833,82.0167,64.92,93,74,3.11
274,Areosa,PT,41.7178,-8.8571,53.6,94,40,8.05
275,Kavkazskiy,RU,44.2672,42.2347,26.6,93,90,8.95
276,Mahibadhoo,MV,3.7833,72.9667,80.87,75,8,14.07
277,Yopal,CO,5.3378,-72.3959,83.43,53,99,5.79
278,Souillac,MU,-20.5167,57.5167,78.8,83,40,5.75
279,Aviles,ES,43.5547,-5.9248,50.0,87,90,5.75
280,Muzhi,RU,65.3667,64.6667,-15.36,89,100,20.89
281,Muli,MV,2.9167,73.5667,81.36,73,0,16.2
282,Kisangani,CD,0.5167,25.2,68.13,56,96,1.32
283,Reitz,ZA,-27.8014,28.4273,57.97,94,5,2.93
284,Nushki,PK,29.5542,66.0215,52.7,29,0,2.8
285,Ambilobe,MG,-13.2,49.05,73.31,93,50,1.99
286,Arrecife,ES,28.963,-13.5477,59.0,77,40,1.14
287,Danville,US,36.586,-79.395,44.6,42,1,12.66
288,Leninskoye,KZ,41.7589,69.3864,48.2,81,0,4.61
289,Gedo,ET,9.0167,37.45,49.62,59,61,2.13
290,Kalmunai,LK,7.4167,81.8167,76.57,87,28,10.92
291,Pahalgam,IN,34.0333,75.3333,31.91,70,46,9.15
292,Machinga,MW,-15.1685,35.3,68.2,95,98,2.01
293,Marondera,ZW,-18.1853,31.5519,61.29,98,84,1.83
294,Salgueiro,BR,-8.0742,-39.1192,78.55,51,89,1.57
295,Takoradi,GH,4.8845,-1.7554,79.81,86,61,8.93
296,Letlhakane,BW,-21.4167,25.5833,69.69,80,79,11.99
297,Hereford,GB,52.0568,-2.7148,33.01,80,89,3.0
298,Mbouda,CM,5.6258,10.2552,62.13,44,90,3.74
299,Ostrovnoy,RU,68.0531,39.5131,15.15,94,84,11.03
300,Campo Grande,BR,-20.4428,-54.6464,75.2,64,0,5.75
301,Vestmannaeyjar,IS,63.4427,-20.2734,38.41,77,66,25.1
302,Requena,ES,39.4883,-1.1004,55.0,69,90,22.21
303,Bandarbeyla,SO,9.4942,50.8122,74.84,81,29,17.52
304,Mingaora,PK,34.7758,72.3625,51.85,38,98,4.97
305,Havelock,US,34.8791,-76.9013,43.0,83,67,1.99
306,Kamarion,GR,36.8,25.8167,66.99,57,100,5.01
307,Imeni Babushkina,RU,59.7573,43.1285,-21.5,86,85,7.14
308,Kamenskiy,RU,50.8855,45.488,-4.88,90,71,13.29
309,Bud,US,39.447,-86.1758,12.99,55,100,5.7
310,Port Blair,IN,11.6667,92.75,76.95,81,12,12.44
311,Kungalv,SE,57.871,11.9805,14.0,76,0,5.01
312,Priiskovyy,RU,51.9333,116.6333,-8.32,87,74,2.53
313,Bathsheba,BB,13.2167,-59.5167,78.8,65,40,17.27
314,Salisbury,GB,51.0693,-1.7957,34.0,74,75,18.41
315,Saint-Augustin,CA,51.226,-58.6502,20.95,92,9,15.12
316,Abnub,EG,27.2696,31.1511,55.4,71,0,5.75
317,Horodnya,UA,51.8909,31.5974,6.21,92,100,4.0
318,Orahovac,XK,42.3994,20.6547,50.0,62,75,14.97
319,Zhangye,CN,38.9342,100.4517,25.63,72,53,2.71
320,Praia Da Vitoria,PT,38.7333,-27.0667,57.2,77,40,12.33
321,Trincomalee,LK,8.5711,81.2335,78.46,83,11,19.01
322,El Paso,US,31.8001,-106.2005,73.4,7,20,14.97
323,Vuktyl,RU,63.8567,57.3094,-22.23,86,100,8.93
324,Riviere-Du-Loup,CA,47.8304,-69.5342,24.8,79,100,1.14
325,Dibulla,CO,11.2725,-73.3091,78.12,76,74,6.38
326,Huanta,PE,-12.9333,-74.25,58.84,75,81,7.18
327,Aripuana,BR,-9.1667,-60.6333,72.61,97,97,1.79
328,Rock Sound,BS,24.9,-76.2,75.54,89,0,9.31
329,Port-Cartier,CA,50.0334,-66.8654,17.6,73,48,2.3
330,Tazovskiy,RU,67.4667,78.7,-8.48,91,100,17.94
331,Basoko,CD,1.2391,23.616,70.43,44,100,1.7
332,Arroio Grande,BR,-32.2375,-53.0869,66.99,82,5,11.01
333,Yugo-Kamskiy,RU,57.7053,55.5894,-9.4,64,75,15.66
334,Jalu,LY,29.0331,21.5482,67.28,25,99,18.54
335,Jiayuguan,CN,39.8167,98.3,25.57,72,80,4.14
336,Zabid,YE,14.1951,43.3152,72.12,77,58,4.76
337,Umm Lajj,SA,25.0213,37.2685,70.48,35,0,20.38
338,Tereze,RU,43.9361,42.4434,26.6,93,90,8.95
339,Ulaangom,MN,49.9811,92.0667,-6.74,90,100,0.87
340,Kutum,SD,14.2,24.6667,51.01,41,0,7.23
341,Pietroasa,RO,46.5833,22.55,43.0,93,75,4.61
342,Nizwa,OM,22.9333,57.5333,53.38,70,9,1.88
343,Matay,EG,28.419,30.7792,57.33,37,2,5.93
344,Chala,TZ,-7.5833,31.2667,58.53,100,100,2.84
345,Magway,MM,20.15,94.9167,60.01,53,0,4.47
346,Sao Miguel Do Tapuio,BR,-5.5036,-41.3233,81.64,53,54,2.28
347,Ust-Tsilma,RU,65.441,52.1498,-18.44,85,100,10.54
348,Tame,CO,6.461,-71.73,77.68,66,99,5.57
349,Porto Santo,PT,33.072,-16.3415,60.8,88,75,17.27
350,Parauna,BR,-16.9478,-50.4486,69.53,90,12,1.59
351,Berck,FR,50.4,1.6,28.4,86,90,6.91
352,Mega,ET,4.05,38.3,66.0,50,91,6.55
353,Koungheul,SN,13.9833,-14.8,74.89,18,78,10.22
354,Puerto Madryn,AR,-42.7692,-65.0385,60.1,56,3,12.77
355,Salmas,IR,38.1973,44.7653,30.2,93,33,6.91
356,Kemijarvi,FI,66.7131,27.4306,9.09,94,11,7.16
357,Les Cayes,HT,18.2,-73.75,75.09,70,6,3.09
358,Tastur,TN,36.5513,9.4431,55.4,76,40,6.91
359,Damara,CF,4.9608,18.7035,78.8,65,20,0.65
360,Bodden Town,KY,19.2833,-81.25,82.4,69,20,10.36
361,Bagan,RU,54.1001,77.6646,7.75,94,55,12.59
362,Ashford,GB,51.1459,0.8728,30.99,91,98,5.01
363,Atocha,BO,-20.9333,-66.2333,49.93,74,99,18.88
364,Faya,SA,18.3851,42.4509,55.4,47,0,10.36
365,Nagua,DO,19.3832,-69.8474,78.8,83,20,4.61
366,Spring Hill,US,28.4769,-82.5255,62.6,77,1,8.05
367,Barcelos,PT,41.5388,-8.6151,53.6,94,40,8.05
368,Japura,ID,-0.3167,102.35,73.65,90,100,1.07
369,Nouadhibou,MR,20.931,-17.0347,62.6,77,0,18.41
370,Muscat,OM,23.6139,58.5922,68.0,68,0,3.44
371,Walvis Bay,NA,-22.9575,14.5053,64.99,82,15,11.5
372,Oranjemund,NA,-28.55,16.4333,62.33,78,0,19.48
373,Pontes E Lacerda,BR,-15.2261,-59.3353,74.7,67,69,4.16
374,San Jose,US,37.3394,-121.895,68.0,37,75,8.05
375,Gander,CA,48.9682,-54.5906,26.6,74,20,25.32
376,Neustadt,DE,49.7117,12.0872,25.0,86,90,5.21
377,Jizan,SA,17.3333,42.6667,75.2,69,20,1.99
378,Honavar,IN,14.2833,74.45,70.99,41,44,4.25
379,Tura,IN,25.5198,90.2201,56.86,44,2,2.84
380,Chicama,PE,-7.8447,-79.1469,75.31,62,83,7.14
381,Mugur-Aksy,RU,50.35,90.5,6.22,83,23,5.99
382,Buchlovice,CZ,49.0863,17.3385,32.0,92,100,3.0
383,Illapel,CL,-31.6308,-71.1653,65.55,57,0,4.16
384,Guider,CM,9.9342,13.9486,72.55,20,53,6.76
385,Polis,CY,35.0367,32.4264,53.6,87,40,6.91
386,Nacala,MZ,-14.5428,40.6728,77.74,90,100,4.09
387,Huarmey,PE,-10.0681,-78.1522,73.53,70,99,9.73
388,Sinnamary,GF,5.3833,-52.95,78.08,83,99,14.43
389,Pisco,PE,-13.7,-76.2167,73.4,78,75,9.22
390,Puerto Varas,CL,-41.3195,-72.9854,73.4,56,0,9.22
391,Chimala,TZ,-8.85,34.0167,67.46,80,100,0.67
392,Ibicui,BR,-14.8417,-39.9867,72.1,94,100,2.24
393,Cheveresu Mare,RO,45.6669,21.4908,50.0,93,0,6.91
394,Rapar,IN,23.5667,70.6333,63.72,38,0,7.07
395,Tshikapa,CD,-6.4167,20.8,71.06,88,69,1.81
396,Tocopilla,CL,-22.092,-70.1979,70.68,68,49,5.5
397,Nova Olimpia,BR,-14.7972,-57.2881,75.47,63,3,2.06
398,Olafsvik,IS,64.8945,-23.7142,34.34,83,51,15.35
399,Bereda,ES,43.2686,-7.5406,48.99,100,100,8.99
400,Saint Simons,US,31.1352,-81.3901,53.6,71,1,6.91
401,Arlit,NE,18.7369,7.3853,69.85,18,100,6.02
402,Rawah,IQ,34.4816,41.9093,55.08,76,0,6.62
403,Tiznit,MA,29.5833,-9.5,50.63,84,92,3.09
404,Akdepe,TM,42.0551,59.3788,41.0,87,0,6.91
405,Nara,JP,34.6851,135.8049,45.0,65,40,9.22
406,Porto De Moz,BR,-1.7483,-52.2383,76.24,87,70,5.41
407,Hauge,NO,58.3436,6.2812,24.01,65,0,18.43
408,Dingli,MT,35.8614,14.3822,57.2,72,0,21.85
409,Batsfjord,NO,70.6345,29.7185,19.4,79,90,18.41
